Project,Category,Voter Profile
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 52, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.6732697354653578, 'Impact Preference': 0.8649779100992788}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 26, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.8693399558455109, 'Impact Preference': 0.6198887318228393}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 52, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.6896296004482099, 'Impact Preference': 0.7079570535212137}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 28, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.4793351338272297, 'Impact Preference': 0.4271043825626477}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.6030249368969646, 'Impact Preference': 0.461186935182738}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 34, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.22533562731799062, 'Impact Preference': 0.7375969733565457}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 59, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.8489166768040312, 'Impact Preference': 0.6857129591683401}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 39, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.5130390315627196, 'Impact Preference': 0.478074407346076}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 42, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.34287291860925306, 'Impact Preference': 0.7399105116889318}}"
 Sidewalk Repair/Replacement,Streets and Transportation,"{'Age': 61, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.11903933693164112, 'Impact Preference': 0.4385636929472716}}"
 PS3 Library Renovations,Schools,"{'Age': 30, 'Gender': 'Other', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.35996359364719854, 'Impact Preference': 0.8444542732249594}}"
 PS3 Library Renovations,Schools,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.16388589992487157, 'Impact Preference': 0.9955551928951832}}"
 PS3 Library Renovations,Schools,"{'Age': 43, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.42257085522918625, 'Impact Preference': 0.4118096784427634}}"
 PS3 Library Renovations,Schools,"{'Age': 63, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.7890698870460545, 'Impact Preference': 0.3141345007569116}}"
 PS3 Library Renovations,Schools,"{'Age': 48, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.8380399173206672, 'Impact Preference': 0.9044745737801841}}"
 PS3 Library Renovations,Schools,"{'Age': 65, 'Gender': 'Male', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.2122078591996732, 'Impact Preference': 0.628966624261692}}"
 PS3 Library Renovations,Schools,"{'Age': 34, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.2666068254963961, 'Impact Preference': 0.3487836257448076}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 22, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.1397927808104672, 'Impact Preference': 0.4624216838376024}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 58, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.2804779703365332, 'Impact Preference': 0.5417100717060646}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.4360932790132164, 'Impact Preference': 0.325588780633764}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 29, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.6315119948770752, 'Impact Preference': 0.15266416357936155}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 51, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.4991375873992433, 'Impact Preference': 0.7598016764419326}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 27, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.37753037931865796, 'Impact Preference': 0.15976042567505333}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 52, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.8945328454564855, 'Impact Preference': 0.45656717010243075}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 33, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.6541032403322863, 'Impact Preference': 0.36567880346688875}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 53, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.2732441582841838, 'Impact Preference': 0.8989425744792156}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 35, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.32313207246483877, 'Impact Preference': 0.26443125472986306}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 27, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.4278410410029768, 'Impact Preference': 0.10332441964717201}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.732517591760281, 'Impact Preference': 0.39933564558158463}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 46, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.4347316555812103, 'Impact Preference': 0.5143223749448614}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 36, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.6159649225521584, 'Impact Preference': 0.22041394444681522}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 61, 'Gender': 'Female', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.9542198582569312, 'Impact Preference': 0.9772441883320137}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 45, 'Gender': 'Male', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.4721669173161511, 'Impact Preference': 0.24944932983980223}}"
 Pedestrian Safety: Raised Crosswalks,Streets and Transportation,"{'Age': 30, 'Gender': 'Other', 'Preferences': {'Category': 'Streets and Transportation', 'Cost Sensitivity': 0.13431675996544928, 'Impact Preference': 0.5025854514479676}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 56, 'Gender': 'Other', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.714505144577507, 'Impact Preference': 0.6280090642577956}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 52, 'Gender': 'Female', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.5792428264124716, 'Impact Preference': 0.3427720972540751}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 54, 'Gender': 'Female', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.493999807673442, 'Impact Preference': 0.6819797917706386}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 57, 'Gender': 'Female', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.28538217183784964, 'Impact Preference': 0.4097995836461421}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 51, 'Gender': 'Other', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.5953094524350371, 'Impact Preference': 0.8058130749491829}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 55, 'Gender': 'Female', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.15352583138702627, 'Impact Preference': 0.6157255034207058}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.6469848133334967, 'Impact Preference': 0.9785839400988136}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 61, 'Gender': 'Male', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.5332661266546805, 'Impact Preference': 0.9305041868129682}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 58, 'Gender': 'Other', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.2826965602424407, 'Impact Preference': 0.3487148833380018}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 18, 'Gender': 'Other', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.22688608881001687, 'Impact Preference': 0.7510862185166269}}"
 Cooling System for Muhlenberg Library,Culture and Community Facilities,"{'Age': 56, 'Gender': 'Male', 'Preferences': {'Category': 'Culture and Community Facilities', 'Cost Sensitivity': 0.19614420061925528, 'Impact Preference': 0.8465149006491984}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.9556409233009343, 'Impact Preference': 0.23298108568981005}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 38, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.49709678103149657, 'Impact Preference': 0.4244483143819343}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 39, 'Gender': 'Other', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.14713766541213136, 'Impact Preference': 0.8251474112395164}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.5325828749377777, 'Impact Preference': 0.7541370974451046}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 62, 'Gender': 'Male', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.1569858651576868, 'Impact Preference': 0.282216065115734}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 21, 'Gender': 'Male', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.11316891968955865, 'Impact Preference': 0.5376566212518874}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 61, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.6409403937400946, 'Impact Preference': 0.5083990106642272}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 46, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.16129505863375554, 'Impact Preference': 0.47417028212035184}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.4459532757495821, 'Impact Preference': 0.5165506647423382}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 31, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.508766803920357, 'Impact Preference': 0.6123884586387174}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 37, 'Gender': 'Male', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.2571735404445624, 'Impact Preference': 0.6358514331478263}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 64, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.3055936465531166, 'Impact Preference': 0.6477501704044673}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 46, 'Gender': 'Other', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.8732483421046431, 'Impact Preference': 0.44296029698415507}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 31, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.7589435344286419, 'Impact Preference': 0.46398201901409597}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 36, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.7476537325333723, 'Impact Preference': 0.890423026788101}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 44, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.7167008226843768, 'Impact Preference': 0.5912876314097515}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 45, 'Gender': 'Female', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.2527770041040919, 'Impact Preference': 0.292058953244862}}"
 Bathroom Renovations for PS3,Schools,"{'Age': 61, 'Gender': 'Other', 'Preferences': {'Category': 'Schools', 'Cost Sensitivity': 0.4976434071863155, 'Impact Preference': 0.8628232859232926}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 63, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.36414397914338703, 'Impact Preference': 0.9605846943904799}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 57, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5726910819935079, 'Impact Preference': 0.3315492556634824}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 29, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.9677648469699334, 'Impact Preference': 0.2191335471926384}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 19, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.23580283309080002, 'Impact Preference': 0.21688038055338762}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 46, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.11202169183523912, 'Impact Preference': 0.1217695709995165}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 56, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.6018746089929428, 'Impact Preference': 0.3982850565907512}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 31, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.9078694820045312, 'Impact Preference': 0.6519646826006222}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 53, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7104307332873399, 'Impact Preference': 0.11351735395614182}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 40, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8083167395403045, 'Impact Preference': 0.33003019118831567}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 18, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.9661234285388384, 'Impact Preference': 0.9390008896930125}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 24, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7770880805825884, 'Impact Preference': 0.29279035443715906}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 45, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3740184536244342, 'Impact Preference': 0.22444982606411468}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 65, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.12770611302971993, 'Impact Preference': 0.38190561298590786}}"
 Hell's Kitchen Community Composting Center,Parks & Recreation,"{'Age': 23, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5195802176462986, 'Impact Preference': 0.3779829527455314}}"
